from,to,score
Vulpes velox,Thomomys talpoides,0.8551
Canis lupus,Bison bison,0.85485
Canis lupus,Tamias striatus,0.85315
Canis rufus,Tamias striatus,0.8525
Lynx canadensis,Sorex hoyi,0.8525
Spilogale putorius,Sorex ugyunak,0.8523
Taxidea taxus,Callospermophilus saturatus,0.8518
Vulpes lagopus,Mustela subpalmata,0.8516
Urocyon cinereoargenteus,Tamiasciurus hudsonicus,0.85145
Lynx rufus,Sorex ugyunak,0.85035
Taxidea taxus,Callospermophilus lateralis,0.85035
Vulpes velox,Geomys bursarius,0.84955
Mephitis mephitis,Dicrostonyx groenlandicus,0.84935
Spilogale putorius,Sorex preblei,0.84915
Martes americana,Tamias townsendii,0.84845
Taxidea taxus,Neurotrichus gibbsii,0.8481
Lynx rufus,Sorex bendirii,0.8471
Martes pennanti,Tamias townsendii,0.84705
Spilogale putorius,Sorex palustris,0.84665
Spilogale putorius,Sorex dispar,0.8466
Spilogale putorius,Sorex monticolus,0.84645
Spilogale putorius,Sorex cinereus,0.8461
Martes pennanti,Ochotona collaris,0.84605
Vulpes vulpes,Odocoileus virginianus,0.8456
Puma concolor,Sorex hoyi,0.8445
Mustela nigripes,Sorex trowbridgii,0.8438
Spilogale putorius,Sorex fumeus,0.84205
Spilogale putorius,Sorex vagrans,0.84205
Spilogale putorius,Sorex rohweri,0.8419
Spilogale putorius,Microtus oregoni,0.8418
Lynx rufus,Sorex palustris,0.84115
Canis latrans,Procyon lotor,0.8407
Vulpes velox,Callospermophilus lateralis,0.84025
Procyon lotor,Peromyscus maniculatus,0.83965
Vulpes lagopus,Erethizon dorsatum,0.83875
Mephitis mephitis,Reithrodontomys megalotis,0.8376
Lynx rufus,Sorex preblei,0.83755
Procyon lotor,Microtus oregoni,0.8366
Vulpes lagopus,Glaucomys sabrinus,0.83655
Vulpes velox,Callospermophilus saturatus,0.83505
Mephitis mephitis,Peromyscus maniculatus,0.8349
Mephitis mephitis,Microtus oregoni,0.8345
Canis latrans,Mephitis mephitis,0.83435
Procyon lotor,Reithrodontomys megalotis,0.8343
Vulpes lagopus,Glaucomys volans,0.8339
Procyon lotor,Onychomys leucogaster,0.83385
Spilogale putorius,Reithrodontomys megalotis,0.8337
Procyon lotor,Neotoma cinerea,0.83365
Vulpes vulpes,Glaucomys sabrinus,0.833
Vulpes vulpes,Glaucomys volans,0.83295
Canis rufus,Procyon lotor,0.8328
Canis lupus,Procyon lotor,0.83275
Mephitis mephitis,Onychomys leucogaster,0.8324
Mephitis mephitis,Neotoma cinerea,0.8318
Procyon lotor,Sorex trowbridgii,0.8316
Mustela frenata,Sylvilagus transitionalis,0.83055
Lynx rufus,Microtus xanthognathus,0.8297
Spilogale putorius,Peromyscus maniculatus,0.829
Lynx rufus,Sorex vagrans,0.82875
Spilogale putorius,Neotoma cinerea,0.82825
Canis rufus,Mephitis mephitis,0.828
Lynx rufus,Sorex cinereus,0.82795
Canis lupus,Mephitis mephitis,0.82785
Procyon lotor,Blarina brevicauda,0.8275
Lynx rufus,Sorex monticolus,0.8272
Ursus arctos,Marmota flaviventris,0.8269
Procyon lotor,Peromyscus leucopus,0.8267
Spilogale putorius,Onychomys leucogaster,0.826
Lynx rufus,Sorex dispar,0.8255
Mephitis mephitis,Peromyscus keeni,0.82415
Mephitis mephitis,Peromyscus leucopus,0.8229
Lynx rufus,Sorex rohweri,0.82265
Mephitis mephitis,Sorex trowbridgii,0.8223
Lynx rufus,Sorex fumeus,0.82175
Procyon lotor,Cryptotis parva,0.82145
Lynx canadensis,Sorex tundrensis,0.8208
Procyon lotor,Peromyscus keeni,0.82055
Spilogale putorius,Peromyscus leucopus,0.8202
Lynx rufus,Microtus chrotorrhinus,0.8193
Mephitis mephitis,Blarina brevicauda,0.8192
Mephitis mephitis,Cryptotis parva,0.818
Urocyon cinereoargenteus,Callospermophilus lateralis,0.818
Puma concolor,Sorex tundrensis,0.81705
Spilogale putorius,Peromyscus keeni,0.81705
Martes pennanti,Ochotona princeps,0.8142
Canis latrans,Alces alces,0.81385
Vulpes vulpes,Taxidea taxus,0.81315
Mustela nigripes,Dicrostonyx groenlandicus,0.8125
Ursus maritimus,Marmota flaviventris,0.8094
Urocyon cinereoargenteus,Callospermophilus saturatus,0.80905
Lynx rufus,Lemmiscus curtatus,0.80695
Mustela frenata,Tamias townsendii,0.80515
Canis rufus,Alces alces,0.80115
Ursus arctos,Neotoma cinerea,0.80015
Ursus arctos,Peromyscus maniculatus,0.7996
Lynx rufus,Microtus ochrogaster,0.79945
Lynx rufus,Odocoileus hemionus,0.79775
Ursus arctos,Reithrodontomys megalotis,0.79755
Vulpes velox,Neurotrichus gibbsii,0.79595
Lontra canadensis,Tamias townsendii,0.79495
Ursus americanus,Urocitellus parryii,0.79415
Ursus arctos,Onychomys leucogaster,0.79345
Neurotrichus gibbsii,Microtus townsendii,0.79315
Ursus maritimus,Reithrodontomys megalotis,0.79265
Ursus arctos,Marmota caligata,0.7926
Gulo gulo,Lepus arcticus,0.7925
Vulpes velox,Erethizon dorsatum,0.792
Urocyon cinereoargenteus,Martes pennanti,0.79165
Mustela subpalmata,Blarina brevicauda,0.79095
Ursus maritimus,Neotoma cinerea,0.7895
Ursus maritimus,Peromyscus maniculatus,0.7886
Ursus arctos,Tamias minimus,0.7882
Lynx canadensis,Sorex ugyunak,0.7853
Spilogale putorius,Blarina brevicauda,0.78485
Ursus arctos,Peromyscus leucopus,0.7848
Mustela subpalmata,Cryptotis parva,0.78455
Canis latrans,Spilogale putorius,0.7844
Ursus maritimus,Onychomys leucogaster,0.78305
Lynx canadensis,Sorex bendirii,0.78255
Ursus arctos,Marmota monax,0.7825
Puma concolor,Sorex ugyunak,0.78195
Spilogale putorius,Sorex trowbridgii,0.78195
Urocyon cinereoargenteus,Perognathus parvus,0.7818
Mustela subpalmata,Urocitellus parryii,0.7816
Puma concolor,Sorex bendirii,0.7815
Urocyon cinereoargenteus,Thomomys talpoides,0.78115
Ursus maritimus,Tamias minimus,0.78025
Ursus arctos,Peromyscus keeni,0.78015
Spilogale putorius,Cryptotis parva,0.77985
Ursus maritimus,Marmota caligata,0.7798
Canis lupus,Spilogale putorius,0.7795
Urocyon cinereoargenteus,Neurotrichus gibbsii,0.7789
Urocyon cinereoargenteus,Dipodomys ordii,0.77875
Canis rufus,Spilogale putorius,0.77815
Urocyon cinereoargenteus,Perognathus fasciatus,0.77715
Ursus americanus,Urocitellus columbianus,0.776
Ursus maritimus,Peromyscus leucopus,0.77545
Puma concolor,Sorex palustris,0.77435
Ursus arctos,Tamias striatus,0.77355
Urocyon cinereoargenteus,Geomys bursarius,0.7733
Ursus maritimus,Peromyscus keeni,0.7732
Canis latrans,Sciurus carolinensis,0.77295
Ursus americanus,Urocitellus richardsonii,0.77245
Lynx canadensis,Sorex preblei,0.77215
Puma concolor,Sorex preblei,0.77165
Lynx canadensis,Sorex palustris,0.7716
Ursus maritimus,Marmota monax,0.7701
Ursus maritimus,Tamias striatus,0.7678
Martes americana,Lepus arcticus,0.76725
Mustela nigripes,Blarina brevicauda,0.7669
Lynx canadensis,Sorex vagrans,0.76685
Lynx canadensis,Sorex monticolus,0.76565
Lynx canadensis,Sorex cinereus,0.76485
Puma concolor,Sorex monticolus,0.76365
Lynx canadensis,Sorex fumeus,0.76255
Mustela nigripes,Cryptotis parva,0.76245
Puma concolor,Sorex dispar,0.76195
Mustela frenata,Sylvilagus floridanus,0.7619
Puma concolor,Sorex rohweri,0.7612
Canis rufus,Sciurus carolinensis,0.7606
Puma concolor,Sorex cinereus,0.7605
Lynx canadensis,Sorex dispar,0.75965
Mustela subpalmata,Urocitellus richardsonii,0.75955
Puma concolor,Sorex vagrans,0.75945
Mustela subpalmata,Urocitellus columbianus,0.75855
Lynx rufus,Mustela nivalis,0.7585
Canis lupus,Sciurus carolinensis,0.75745
Lynx canadensis,Sorex rohweri,0.75725
Ursus arctos,Poliocitellus franklinii,0.7567
Puma concolor,Sorex fumeus,0.75615
Ursus arctos,Marmota broweri,0.75255
Martes pennanti,Lepus europaeus,0.75
Vulpes velox,Vulpes velox,0.74605
Ursus maritimus,Marmota broweri,0.7414
Taxidea taxus,Tamias townsendii,0.7399
Mustela nigripes,Urocitellus parryii,0.73905
Vulpes vulpes,Odocoileus hemionus,0.7367
Vulpes velox,Glaucomys volans,0.73375
Vulpes velox,Glaucomys sabrinus,0.73315
Lynx canadensis,Sorex arcticus,0.73175
Lynx rufus,Blarina brevicauda,0.72715
Spilogale putorius,Tamias townsendii,0.72525
Lynx rufus,Cryptotis parva,0.72515
Puma concolor,Sorex arcticus,0.7245
Urocyon cinereoargenteus,Erethizon dorsatum,0.72445
Vulpes velox,Vulpes lagopus,0.724
Mustela nigripes,Urocitellus richardsonii,0.7238
Urocyon cinereoargenteus,Glaucomys sabrinus,0.7226
Ursus maritimus,Poliocitellus franklinii,0.72075
Mustela nigripes,Urocitellus columbianus,0.7205
Lynx canadensis,Microtus xanthognathus,0.71945
Urocyon cinereoargenteus,Glaucomys volans,0.71865
Puma concolor,Microtus xanthognathus,0.7185
Puma concolor,Microtus chrotorrhinus,0.7144
Vulpes lagopus,Mustela nigripes,0.7141
Lynx canadensis,Microtus chrotorrhinus,0.71355
Ursus americanus,Marmota vancouverensis,0.71355
Procyon lotor,Tamias townsendii,0.7082
Lynx canadensis,Lemmiscus curtatus,0.70785
Gulo gulo,Lepus townsendii,0.70635
Neurotrichus gibbsii,Sorex arcticus,0.7063
Mephitis mephitis,Tamias townsendii,0.7062
Lynx rufus,Mustela subpalmata,0.7045
Lynx canadensis,Microtus ochrogaster,0.70405
Puma concolor,Microtus ochrogaster,0.7037
Ursus americanus,Lepus arcticus,0.7029
Puma concolor,Lemmiscus curtatus,0.70195
Canis latrans,Canis latrans,0.6975
Gulo gulo,Ochotona collaris,0.69735
Neurotrichus gibbsii,Ondatra zibethicus,0.69475
Mustela erminea,Sorex maritimensis,0.6941
Vulpes lagopus,Sciurus carolinensis,0.69255
Ursus americanus,Castor canadensis,0.69185
Vulpes velox,Mustela subpalmata,0.6915
Neurotrichus gibbsii,Sorex maritimensis,0.6899
Martes americana,Lepus townsendii,0.68875
Lynx canadensis,Blarina brevicauda,0.6873
Martes americana,Ochotona collaris,0.68595
Lynx canadensis,Cryptotis parva,0.68565
Puma concolor,Blarina brevicauda,0.68555
Puma concolor,Cryptotis parva,0.68455
Canis lupus,Didelphis virginiana,0.6841
Canis rufus,Didelphis virginiana,0.68355
Canis latrans,Didelphis virginiana,0.68315
Mustela frenata,Sylvilagus nuttallii,0.68195
Canis latrans,Lynx canadensis,0.6789
Canis lupus,Canis latrans,0.67685
Urocyon cinereoargenteus,Gulo gulo,0.67635
Canis rufus,Canis latrans,0.6749
Canis latrans,Puma concolor,0.67265
Gulo gulo,Ochotona princeps,0.67055
Neurotrichus gibbsii,Mus musculus,0.67025
Neovison vison,Sylvilagus transitionalis,0.6666
Urocyon cinereoargenteus,Martes americana,0.66475
Ursus arctos,Ictidomys tridecemlineatus,0.6627
Martes americana,Ochotona princeps,0.65995
Canis lupus,Lynx canadensis,0.6582
Canis rufus,Lynx canadensis,0.65755
Canis lupus,Puma concolor,0.65395
Canis rufus,Puma concolor,0.6514
Canis latrans,Canis rufus,0.65035
Neurotrichus gibbsii,Sorex haydeni,0.6491
Lynx rufus,Mustela erminea,0.6477
Taxidea taxus,Neotoma cinerea,0.64675
Lynx rufus,Mus musculus,0.6453
Ursus maritimus,Ictidomys tridecemlineatus,0.644
Taxidea taxus,Reithrodontomys megalotis,0.6436
Canis latrans,Canis lupus,0.643
Vulpes vulpes,Didelphis virginiana,0.64265
Taxidea taxus,Peromyscus maniculatus,0.64255
Canis lupus,Canis rufus,0.63855
Canis rufus,Canis rufus,0.6374
Taxidea taxus,Onychomys leucogaster,0.63735
Vulpes lagopus,Didelphis virginiana,0.6369
Neurotrichus gibbsii,Sorex merriami,0.6344
Lynx canadensis,Castor canadensis,0.6327
Puma concolor,Castor canadensis,0.63175
Canis rufus,Canis lupus,0.63135
Taxidea taxus,Peromyscus leucopus,0.63085
Taxidea taxus,Peromyscus keeni,0.62805
Lynx rufus,Mustela nigripes,0.62345
Ursus americanus,Marmota caligata,0.6186
Vulpes velox,Mustela nigripes,0.61355
Vulpes velox,Didelphis virginiana,0.60765
Ursus americanus,Marmota flaviventris,0.60445
Ursus americanus,Marmota broweri,0.60315
Neovison vison,Sylvilagus floridanus,0.59695
Ursus americanus,Lepus americanus,0.59235
Ursus americanus,Marmota monax,0.5923
Neurotrichus gibbsii,Sorex fumeus,0.59115
Neurotrichus gibbsii,Sorex palustris,0.58855
Neurotrichus gibbsii,Sorex ugyunak,0.5877
Neurotrichus gibbsii,Sorex vagrans,0.58735
Urocyon cinereoargenteus,Didelphis virginiana,0.58695
Neurotrichus gibbsii,Sorex cinereus,0.58675
Neurotrichus gibbsii,Sorex monticolus,0.58675
Neurotrichus gibbsii,Sorex bendirii,0.58615
Neurotrichus gibbsii,Sorex rohweri,0.58555
Neurotrichus gibbsii,Sorex preblei,0.5845
Spilogale putorius,Zapus princeps,0.58445
Spilogale putorius,Urocitellus parryii,0.58415
Martes americana,Lepus europaeus,0.58325
Neurotrichus gibbsii,Sorex dispar,0.58315
Neurotrichus gibbsii,Microtus miurus,0.58075
Lynx rufus,Myodes gapperi,0.58025
Neurotrichus gibbsii,Synaptomys borealis,0.58025
Neurotrichus gibbsii,Lemmus trimucronatus,0.5798
Vulpes vulpes,Mephitis mephitis,0.57935
Neurotrichus gibbsii,Sorex trowbridgii,0.5793
Spilogale putorius,Urocitellus richardsonii,0.5792
Neurotrichus gibbsii,Synaptomys cooperi,0.57885
Vulpes vulpes,Procyon lotor,0.5784
Spilogale putorius,Urocitellus columbianus,0.57705
Ursus americanus,Dipodomys ordii,0.57045
Neurotrichus gibbsii,Sorex hoyi,0.5677
Neovison vison,Sylvilagus nuttallii,0.56535
Ursus americanus,Geomys bursarius,0.5641
Lynx canadensis,Myodes gapperi,0.56325
Ursus americanus,Perognathus fasciatus,0.563
Ursus americanus,Perognathus parvus,0.5627
Neurotrichus gibbsii,Sorex tundrensis,0.56255
Ursus americanus,Thomomys talpoides,0.5619
Puma concolor,Myodes gapperi,0.5577
Taxidea taxus,Microtus montanus,0.55545
Mustela erminea,Sorex arcticus,0.5487
Spilogale putorius,Zapus trinotatus,0.5479
Procyon lotor,Urocitellus parryii,0.5401
Lynx rufus,Urocyon cinereoargenteus,0.5397
Taxidea taxus,Microtus pennsylvanicus,0.5379
Neurotrichus gibbsii,Blarina brevicauda,0.53785
Procyon lotor,Urocitellus richardsonii,0.5365
Mephitis mephitis,Urocitellus parryii,0.53585
Procyon lotor,Urocitellus columbianus,0.53575
Mephitis mephitis,Urocitellus richardsonii,0.53545
Mephitis mephitis,Urocitellus columbianus,0.53465
Lontra canadensis,Castor canadensis,0.5346
Martes pennanti,Sylvilagus transitionalis,0.53435
Neurotrichus gibbsii,Cryptotis parva,0.53395
Vulpes vulpes,Spilogale putorius,0.53005
Ursus arctos,Cynomys ludovicianus,0.5293
Mustela subpalmata,Dipodomys ordii,0.52915
Ursus americanus,Neurotrichus gibbsii,0.52765
Mustela subpalmata,Thomomys talpoides,0.526
Mustela subpalmata,Perognathus fasciatus,0.5245
Mustela nigripes,Dipodomys ordii,0.5244
Mustela subpalmata,Perognathus parvus,0.52245
Ursus maritimus,Cynomys ludovicianus,0.52245
Mustela frenata,Dipodomys ordii,0.52055
Mustela nigripes,Thomomys talpoides,0.51905
Mustela subpalmata,Geomys bursarius,0.51895
Mustela frenata,Thomomys talpoides,0.51725
Mustela nigripes,Perognathus parvus,0.51635
Mustela nigripes,Geomys bursarius,0.5162
Mustela nigripes,Perognathus fasciatus,0.5158
Mustela frenata,Perognathus parvus,0.51425
Mustela frenata,Geomys bursarius,0.51415
Ursus americanus,Tamiasciurus douglasii,0.51255
Neovison vison,Thomomys talpoides,0.5119
Mustela frenata,Perognathus fasciatus,0.5116
Neovison vison,Dipodomys ordii,0.51095
Ursus americanus,Tamiasciurus hudsonicus,0.5104
Ursus americanus,Sciurus niger,0.50745
Neovison vison,Geomys bursarius,0.50605
Neovison vison,Perognathus parvus,0.50585
Taxidea taxus,Didelphis virginiana,0.50525
Martes pennanti,Thomomys talpoides,0.5046
Martes pennanti,Dipodomys ordii,0.50335
Neovison vison,Perognathus fasciatus,0.5033
Mephitis mephitis,Zapus princeps,0.50275
Procyon lotor,Zapus princeps,0.50235
Vulpes lagopus,Lontra canadensis,0.50225
Lynx canadensis,Peromyscus maniculatus,0.5011
Neurotrichus gibbsii,Microtus oeconomus,0.50075
Martes pennanti,Geomys bursarius,0.4999
Lynx canadensis,Onychomys leucogaster,0.4994
Martes pennanti,Perognathus parvus,0.4986
Martes pennanti,Perognathus fasciatus,0.49805
Lynx canadensis,Peromyscus leucopus,0.49655
Puma concolor,Peromyscus maniculatus,0.49635
Gulo gulo,Dipodomys ordii,0.4958
Puma concolor,Onychomys leucogaster,0.49575
Martes americana,Dipodomys ordii,0.49565
Puma concolor,Reithrodontomys megalotis,0.49555
Gulo gulo,Geomys bursarius,0.49515
Puma concolor,Peromyscus leucopus,0.4948
Gulo gulo,Thomomys talpoides,0.49425
Martes americana,Geomys bursarius,0.49315
Puma concolor,Peromyscus keeni,0.49245
Gulo gulo,Perognathus parvus,0.49235
Lynx canadensis,Reithrodontomys megalotis,0.4923
Martes americana,Thomomys talpoides,0.49135
Martes americana,Perognathus fasciatus,0.49045
Martes americana,Perognathus parvus,0.49035
Gulo gulo,Perognathus fasciatus,0.4902
Lynx canadensis,Neotoma cinerea,0.4902
Lynx canadensis,Peromyscus keeni,0.4894
Puma concolor,Neotoma cinerea,0.48795
Procyon lotor,Castor canadensis,0.48675
Martes pennanti,Sylvilagus nuttallii,0.48275
Martes pennanti,Sylvilagus floridanus,0.4816
Ursus americanus,Napaeozapus insignis,0.4805
Taxidea taxus,Aplodontia rufa,0.47805
Spilogale putorius,Marmota vancouverensis,0.4764
Mephitis mephitis,Castor canadensis,0.4741
Vulpes vulpes,Antilocapra americana,0.4741
Spilogale putorius,Castor canadensis,0.472
Lynx canadensis,Tamias townsendii,0.47185
Puma concolor,Urocitellus columbianus,0.4695
Puma concolor,Tamias townsendii,0.4689
Lynx canadensis,Urocitellus columbianus,0.46755
Puma concolor,Urocitellus richardsonii,0.46685
Lynx canadensis,Urocitellus richardsonii,0.4654
Mustela erminea,Microtus miurus,0.46345
Spilogale putorius,Dipodomys ordii,0.46315
Spilogale putorius,Geomys bursarius,0.46285
Mephitis mephitis,Zapus trinotatus,0.46185
Mustela erminea,Lemmus trimucronatus,0.46145
Mustela frenata,Condylura cristata,0.46085
Ursus americanus,Didelphis virginiana,0.46035
Procyon lotor,Zapus trinotatus,0.4599
Mustela nivalis,Microtus townsendii,0.4581
Mustela erminea,Synaptomys cooperi,0.45795
Spilogale putorius,Perognathus fasciatus,0.45705
Ursus americanus,Erethizon dorsatum,0.45655
Spilogale putorius,Perognathus parvus,0.45625
Spilogale putorius,Thomomys talpoides,0.4561
Puma concolor,Urocitellus parryii,0.4557
Mustela erminea,Synaptomys borealis,0.45515
Procyon lotor,Dipodomys ordii,0.4549
Lynx canadensis,Urocitellus parryii,0.45435
Mustela nigripes,Marmota vancouverensis,0.4539
Vulpes lagopus,Mephitis mephitis,0.45335
Spilogale putorius,Marmota caligata,0.4532
Mustela frenata,Didelphis virginiana,0.4531
Mephitis mephitis,Perognathus fasciatus,0.45195
Mephitis mephitis,Dipodomys ordii,0.45085
Lontra canadensis,Condylura cristata,0.45035
Procyon lotor,Perognathus fasciatus,0.4501
Procyon lotor,Geomys bursarius,0.4499
Mephitis mephitis,Geomys bursarius,0.4498
Ursus americanus,Condylura cristata,0.44965
Spilogale putorius,Marmota broweri,0.4494
Vulpes vulpes,Ursus americanus,0.44935
Ursus americanus,Lepus europaeus,0.44865
Procyon lotor,Neurotrichus gibbsii,0.44765
Procyon lotor,Thomomys talpoides,0.44755
Ursus americanus,Lepus townsendii,0.44725
Vulpes lagopus,Procyon lotor,0.44655
Mephitis mephitis,Thomomys talpoides,0.44575
Neovison vison,Didelphis virginiana,0.44525
Procyon lotor,Perognathus parvus,0.4449
Spilogale putorius,Neurotrichus gibbsii,0.44335
Spilogale putorius,Lepus americanus,0.44265
Mephitis mephitis,Perognathus parvus,0.4416
Mustela subpalmata,Marmota vancouverensis,0.44155
Martes pennanti,Didelphis virginiana,0.44135
Neurotrichus gibbsii,Microtus longicaudus,0.44085
Lontra canadensis,Neurotrichus gibbsii,0.4401
Mephitis mephitis,Neurotrichus gibbsii,0.4401
Mustela frenata,Parascalops breweri,0.4391
Martes americana,Urocitellus richardsonii,0.43905
Vulpes lagopus,Spilogale putorius,0.43865
Gulo gulo,Urocitellus richardsonii,0.4361
Lynx rufus,Sorex maritimensis,0.43475
Ursus americanus,Parascalops breweri,0.43475
Martes americana,Didelphis virginiana,0.4347
Vulpes vulpes,Sciurus carolinensis,0.4343
Procyon lotor,Didelphis virginiana,0.4339
Gulo gulo,Didelphis virginiana,0.4331
Mustela nigripes,Marmota broweri,0.4328
Gulo gulo,Urocitellus columbianus,0.43185
Mustela subpalmata,Marmota broweri,0.4314
Spilogale putorius,Didelphis virginiana,0.43115
Mustela erminea,Sorex trowbridgii,0.4309
Martes americana,Urocitellus columbianus,0.4299
Procyon lotor,Lepus americanus,0.42965
Ursus americanus,Callospermophilus saturatus,0.4296
Didelphis virginiana,Microtus townsendii,0.42895
Neovison vison,Condylura cristata,0.4277
Lynx rufus,Rangifer tarandus,0.42685
Mephitis mephitis,Didelphis virginiana,0.42665
Mustela nigripes,Marmota caligata,0.42665
Puma concolor,Aplodontia rufa,0.4263
Lontra canadensis,Dipodomys ordii,0.42575
Lynx canadensis,Aplodontia rufa,0.4256
Lontra canadensis,Thomomys talpoides,0.42445
Martes americana,Urocitellus parryii,0.4244
Lontra canadensis,Parascalops breweri,0.4243
Ursus americanus,Callospermophilus lateralis,0.4243
Mustela subpalmata,Marmota caligata,0.4234
Mephitis mephitis,Lepus americanus,0.4227
Lontra canadensis,Perognathus fasciatus,0.42265
Gulo gulo,Urocitellus parryii,0.4219
Didelphis virginiana,Sorex maritimensis,0.4218
Taxidea taxus,Geomys bursarius,0.4206
Lontra canadensis,Geomys bursarius,0.42015
Taxidea taxus,Dipodomys ordii,0.4191
Lynx rufus,Lepus arcticus,0.41825
Lontra canadensis,Perognathus parvus,0.418
Taxidea taxus,Perognathus fasciatus,0.418
Procyon lotor,Condylura cristata,0.41775
Lontra canadensis,Didelphis virginiana,0.4161
Ursus maritimus,Didelphis virginiana,0.4159
Mustela nigripes,Didelphis virginiana,0.41515
Mephitis mephitis,Condylura cristata,0.41485
Taxidea taxus,Perognathus parvus,0.41475
Taxidea taxus,Thomomys talpoides,0.41385
Ursus arctos,Didelphis virginiana,0.4138
Mustela subpalmata,Didelphis virginiana,0.4119
Martes pennanti,Urocitellus richardsonii,0.41055
Taxidea taxus,Glaucomys volans,0.4105
Spilogale putorius,Marmota monax,0.4102
Martes pennanti,Condylura cristata,0.40875
Taxidea taxus,Urocitellus columbianus,0.4087
Taxidea taxus,Urocitellus richardsonii,0.40835
Procyon lotor,Marmota vancouverensis,0.40825
Spilogale putorius,Marmota flaviventris,0.4077
Puma concolor,Odocoileus virginianus,0.4059
Didelphis virginiana,Sorex arcticus,0.40585
Ursus americanus,Sylvilagus nuttallii,0.4058
Taxidea taxus,Glaucomys sabrinus,0.4054
Puma concolor,Myodes rutilus,0.40405
Mephitis mephitis,Marmota vancouverensis,0.40395
Vulpes velox,Sciurus carolinensis,0.40355
Lynx rufus,Aplodontia rufa,0.40335
Ursus americanus,Scapanus orarius,0.4032
Mephitis mephitis,Parascalops breweri,0.40205
Procyon lotor,Parascalops breweri,0.4019
Procyon lotor,Marmota broweri,0.4018
Martes pennanti,Urocitellus columbianus,0.4014
Lynx rufus,Martes americana,0.40075
Lontra canadensis,Urocitellus richardsonii,0.40055
Spilogale putorius,Condylura cristata,0.40015
Lynx rufus,Peromyscus leucopus,0.39975
Lynx rufus,Vulpes lagopus,0.3996
Lynx canadensis,Myodes rutilus,0.39935
Lynx rufus,Onychomys leucogaster,0.3982
Lynx rufus,Peromyscus maniculatus,0.39775
Taxidea taxus,Urocitellus parryii,0.3975
Lynx canadensis,Odocoileus virginianus,0.3962
Mephitis mephitis,Marmota broweri,0.39515
Lynx rufus,Peromyscus keeni,0.39485
Puma concolor,Lepus americanus,0.3948
Lynx rufus,Neotoma cinerea,0.3946
Procyon lotor,Marmota caligata,0.3944
Canis latrans,Lynx rufus,0.3939
Lynx canadensis,Lepus americanus,0.3938
Didelphis virginiana,Sorex merriami,0.3937
Lynx rufus,Gulo gulo,0.3936
Mephitis mephitis,Marmota caligata,0.3926
Didelphis virginiana,Sorex trowbridgii,0.39195
Vulpes velox,Vulpes vulpes,0.39185
Lontra canadensis,Urocitellus columbianus,0.39015
Lynx rufus,Ovis dalli,0.38935
Vulpes velox,Mephitis mephitis,0.38935
Spilogale putorius,Parascalops breweri,0.3888
Martes pennanti,Urocitellus parryii,0.3885
Puma concolor,Marmota broweri,0.38835
Neovison vison,Parascalops breweri,0.38785
Neovison vison,Urocitellus richardsonii,0.38725
Lynx rufus,Reithrodontomys megalotis,0.3861
Martes americana,Condylura cristata,0.3854
Martes americana,Sylvilagus nuttallii,0.38465
Didelphis virginiana,Ondatra zibethicus,0.38425
Mustela frenata,Scapanus orarius,0.38385
Lynx rufus,Didelphis virginiana,0.3834
Ursus americanus,Sylvilagus floridanus,0.3833
Vulpes vulpes,Bison bison,0.38325
Gulo gulo,Sylvilagus nuttallii,0.38275
Lynx canadensis,Didelphis virginiana,0.38255
Vulpes velox,Procyon lotor,0.38195
Vulpes lagopus,Taxidea taxus,0.3817
Didelphis virginiana,Sorex haydeni,0.38155
Puma concolor,Didelphis virginiana,0.3814
Lynx canadensis,Marmota broweri,0.38115
Neovison vison,Urocitellus columbianus,0.38115
Gulo gulo,Condylura cristata,0.38095
Lontra canadensis,Urocitellus parryii,0.3804
Ursus americanus,Sylvilagus transitionalis,0.37965
Mustela erminea,Sorex merriami,0.37875
Martes americana,Sylvilagus transitionalis,0.37705
Didelphis virginiana,Synaptomys borealis,0.37665
Didelphis virginiana,Lemmus trimucronatus,0.375
Didelphis virginiana,Microtus miurus,0.3744
Didelphis virginiana,Synaptomys cooperi,0.37415
Spilogale putorius,Odocoileus virginianus,0.3737
Ursus americanus,Aplodontia rufa,0.3735
Didelphis virginiana,Sorex monticolus,0.37275
Didelphis virginiana,Sorex vagrans,0.3723
Didelphis virginiana,Sorex ugyunak,0.37215
Gulo gulo,Sylvilagus transitionalis,0.3721
Didelphis virginiana,Sorex fumeus,0.372
Mustela nigripes,Erethizon dorsatum,0.3719
Didelphis virginiana,Sorex bendirii,0.37185
Urocyon cinereoargenteus,Sciurus carolinensis,0.3717
Mustela subpalmata,Erethizon dorsatum,0.37095
Canis lupus,Lynx rufus,0.3709
Didelphis virginiana,Sorex palustris,0.3709
Didelphis virginiana,Mus musculus,0.3704
Didelphis virginiana,Microtus oeconomus,0.3703
Procyon lotor,Scapanus orarius,0.3693
Mephitis mephitis,Scapanus orarius,0.3692
Didelphis virginiana,Sorex hoyi,0.36885
Vulpes velox,Spilogale putorius,0.36875
Didelphis virginiana,Sorex cinereus,0.368
Neurotrichus gibbsii,Microtus pinetorum,0.36775
Lynx canadensis,Marmota caligata,0.3673
Canis rufus,Lynx rufus,0.36655
Didelphis virginiana,Sorex rohweri,0.36615
Didelphis virginiana,Sorex dispar,0.36605
Ursus maritimus,Perognathus fasciatus,0.36575
Puma concolor,Mustela nigripes,0.36555
Puma concolor,Marmota caligata,0.3653
