from,to,score
Ursus arctos,Ovibos moschatus,1.0
Ursus arctos,Ovis canadensis,1.0
Ursus arctos,Ovis dalli,1.0
Ursus arctos,Phenacomys intermedius,1.0
Ursus arctos,Phenacomys ungava,1.0
Ursus arctos,Rangifer tarandus,1.0
Ursus arctos,Synaptomys borealis,1.0
Ursus arctos,Tamias amoenus,1.0
Ursus arctos,Vulpes vulpes,1.0
Ursus maritimus,Dama mesopotamica,1.0
Ursus maritimus,Dicrostonyx groenlandicus,1.0
Ursus maritimus,Dicrostonyx hudsonius,1.0
Ursus maritimus,Dicrostonyx nunatakensis,1.0
Ursus maritimus,Dicrostonyx richardsoni,1.0
Ursus maritimus,Lemmus trimucronatus,1.0
Ursus maritimus,Microtus longicaudus,1.0
Ursus maritimus,Microtus miurus,1.0
Ursus maritimus,Microtus montanus,1.0
Ursus maritimus,Microtus oregoni,1.0
Ursus maritimus,Microtus pinetorum,1.0
Ursus maritimus,Microtus richardsoni,1.0
Ursus maritimus,Microtus townsendii,1.0
Ursus maritimus,Myodes gapperi,1.0
Ursus maritimus,Odocoileus hemionus,1.0
Ursus maritimus,Odocoileus virginianus,1.0
Ursus maritimus,Ondatra zibethicus,1.0
Ursus maritimus,Ovibos moschatus,1.0
Ursus maritimus,Ovis canadensis,1.0
Ursus maritimus,Phenacomys intermedius,1.0
Ursus maritimus,Rangifer tarandus,1.0
Ursus maritimus,Synaptomys borealis,1.0
Ursus maritimus,Tamias amoenus,1.0
Ursus maritimus,Vulpes lagopus,1.0
Vulpes lagopus,Castor canadensis,1.0
Vulpes lagopus,Cynomys ludovicianus,1.0
Vulpes lagopus,Dicrostonyx groenlandicus,1.0
Vulpes lagopus,Dicrostonyx hudsonius,1.0
Vulpes lagopus,Dicrostonyx nunatakensis,1.0
Vulpes lagopus,Dicrostonyx richardsoni,1.0
Vulpes lagopus,Lemmiscus curtatus,1.0
Vulpes lagopus,Lemmus trimucronatus,1.0
Vulpes lagopus,Lepus americanus,1.0
Vulpes lagopus,Lepus arcticus,1.0
Vulpes lagopus,Lepus townsendii,1.0
Vulpes lagopus,Marmota caligata,1.0
Vulpes lagopus,Marmota flaviventris,1.0
Vulpes lagopus,Marmota monax,1.0
Vulpes lagopus,Marmota vancouverensis,1.0
Vulpes lagopus,Microtus chrotorrhinus,1.0
Vulpes lagopus,Microtus longicaudus,1.0
Vulpes lagopus,Microtus miurus,1.0
Vulpes lagopus,Microtus montanus,1.0
Vulpes lagopus,Microtus ochrogaster,1.0
Vulpes lagopus,Microtus oeconomus,1.0
Vulpes lagopus,Microtus oregoni,1.0
Vulpes lagopus,Microtus pennsylvanicus,1.0
Vulpes lagopus,Microtus pinetorum,1.0
Vulpes lagopus,Microtus richardsoni,1.0
Vulpes lagopus,Microtus townsendii,1.0
Vulpes lagopus,Microtus xanthognathus,1.0
Vulpes lagopus,Mustela frenata,1.0
Vulpes lagopus,Myodes gapperi,1.0
Vulpes lagopus,Myodes rutilus,1.0
Vulpes lagopus,Napaeozapus insignis,1.0
Vulpes lagopus,Neovison vison,1.0
Vulpes lagopus,Ochotona collaris,1.0
Vulpes lagopus,Ochotona princeps,1.0
Vulpes lagopus,Ondatra zibethicus,1.0
Vulpes lagopus,Phenacomys intermedius,1.0
Vulpes lagopus,Phenacomys ungava,1.0
Vulpes lagopus,Poliocitellus franklinii,1.0
Vulpes lagopus,Scalopus aquaticus,1.0
Vulpes lagopus,Scapanus townsendii,1.0
Vulpes lagopus,Sorex arcticus,1.0
Vulpes lagopus,Sorex haydeni,1.0
Vulpes lagopus,Sorex hoyi,1.0
Vulpes lagopus,Sorex maritimensis,1.0
Vulpes lagopus,Sorex merriami,1.0
Vulpes lagopus,Sorex trowbridgii,1.0
Vulpes lagopus,Sorex tundrensis,1.0
Vulpes lagopus,Sylvilagus transitionalis,1.0
Vulpes lagopus,Synaptomys borealis,1.0
Vulpes lagopus,Synaptomys cooperi,1.0
Vulpes lagopus,Tamias amoenus,1.0
Vulpes lagopus,Tamias townsendii,1.0
Vulpes lagopus,Urocitellus columbianus,1.0
Vulpes lagopus,Urocitellus parryii,1.0
Vulpes lagopus,Urocitellus richardsonii,1.0
Vulpes lagopus,Zapus hudsonius,1.0
Vulpes lagopus,Zapus princeps,1.0
Vulpes lagopus,Zapus trinotatus,1.0
Vulpes velox,Castor canadensis,1.0
Vulpes velox,Cynomys ludovicianus,1.0
Vulpes velox,Dicrostonyx groenlandicus,1.0
Vulpes velox,Dicrostonyx hudsonius,1.0
Vulpes velox,Dicrostonyx nunatakensis,1.0
Vulpes velox,Dicrostonyx richardsoni,1.0
Vulpes velox,Lemmiscus curtatus,1.0
Vulpes velox,Lemmus trimucronatus,1.0
Vulpes velox,Lepus americanus,1.0
Vulpes velox,Lepus arcticus,1.0
Vulpes velox,Lepus europaeus,1.0
Vulpes velox,Lepus townsendii,1.0
Vulpes velox,Marmota flaviventris,1.0
Vulpes velox,Marmota vancouverensis,1.0
Vulpes velox,Microtus chrotorrhinus,1.0
Vulpes velox,Microtus longicaudus,1.0
Vulpes velox,Microtus miurus,1.0
Vulpes velox,Microtus montanus,1.0
Vulpes velox,Microtus ochrogaster,1.0
Vulpes velox,Microtus oeconomus,1.0
Vulpes velox,Microtus oregoni,1.0
Vulpes velox,Microtus pennsylvanicus,1.0
Vulpes velox,Microtus pinetorum,1.0
Vulpes velox,Microtus richardsoni,1.0
Vulpes velox,Microtus townsendii,1.0
Vulpes velox,Microtus xanthognathus,1.0
Vulpes velox,Mus musculus,1.0
Vulpes velox,Mustela frenata,1.0
Vulpes velox,Myodes gapperi,1.0
Vulpes velox,Myodes rutilus,1.0
Vulpes velox,Napaeozapus insignis,1.0
Vulpes velox,Ochotona collaris,1.0
Vulpes velox,Ochotona princeps,1.0
Vulpes velox,Ondatra zibethicus,1.0
Vulpes velox,Phenacomys intermedius,1.0
Vulpes velox,Phenacomys ungava,1.0
Vulpes velox,Poliocitellus franklinii,1.0
Vulpes velox,Scalopus aquaticus,1.0
Vulpes velox,Sorex arcticus,1.0
Vulpes velox,Sorex haydeni,1.0
Vulpes velox,Sorex hoyi,1.0
Vulpes velox,Sorex maritimensis,1.0
Vulpes velox,Sorex merriami,1.0
Vulpes velox,Sorex trowbridgii,1.0
Vulpes velox,Sorex tundrensis,1.0
Vulpes velox,Synaptomys borealis,1.0
Vulpes velox,Synaptomys cooperi,1.0
Vulpes velox,Tamias amoenus,1.0
Vulpes velox,Tamias townsendii,1.0
Vulpes velox,Urocitellus columbianus,1.0
Vulpes velox,Urocitellus parryii,1.0
Vulpes velox,Zapus hudsonius,1.0
Vulpes velox,Zapus trinotatus,1.0
Vulpes vulpes,Alces alces,1.0
Vulpes vulpes,Castor canadensis,1.0
Vulpes vulpes,Cervus elaphus,1.0
Vulpes vulpes,Cynomys ludovicianus,1.0
Vulpes vulpes,Dicrostonyx groenlandicus,1.0
Vulpes vulpes,Dicrostonyx hudsonius,1.0
Vulpes vulpes,Dicrostonyx nunatakensis,1.0
Vulpes vulpes,Dicrostonyx richardsoni,1.0
Vulpes vulpes,Ictidomys tridecemlineatus,1.0
Vulpes vulpes,Lemmiscus curtatus,1.0
Vulpes vulpes,Lemmus trimucronatus,1.0
Vulpes vulpes,Lepus americanus,1.0
Vulpes vulpes,Lepus arcticus,1.0
Vulpes vulpes,Lepus europaeus,1.0
Vulpes vulpes,Lepus townsendii,1.0
Vulpes vulpes,Marmota caligata,1.0
Vulpes vulpes,Marmota flaviventris,1.0
Vulpes vulpes,Marmota monax,1.0
Vulpes vulpes,Marmota vancouverensis,1.0
Vulpes vulpes,Microtus chrotorrhinus,1.0
Vulpes vulpes,Microtus longicaudus,1.0
Vulpes vulpes,Microtus miurus,1.0
Vulpes vulpes,Microtus montanus,1.0
Vulpes vulpes,Microtus ochrogaster,1.0
Vulpes vulpes,Microtus oeconomus,1.0
Vulpes vulpes,Microtus oregoni,1.0
Vulpes vulpes,Microtus pennsylvanicus,1.0
Vulpes vulpes,Microtus pinetorum,1.0
Vulpes vulpes,Microtus richardsoni,1.0
Vulpes vulpes,Microtus townsendii,1.0
Vulpes vulpes,Microtus xanthognathus,1.0
Vulpes vulpes,Mus musculus,1.0
Vulpes vulpes,Mustela erminea,1.0
Vulpes vulpes,Mustela frenata,1.0
Vulpes vulpes,Mustela nivalis,1.0
Vulpes vulpes,Myodes gapperi,1.0
Vulpes vulpes,Myodes rutilus,1.0
Vulpes vulpes,Napaeozapus insignis,1.0
Vulpes vulpes,Neovison vison,1.0
Vulpes vulpes,Ochotona collaris,1.0
Vulpes vulpes,Ochotona princeps,1.0
Vulpes vulpes,Ondatra zibethicus,1.0
Vulpes vulpes,Phenacomys intermedius,1.0
Vulpes vulpes,Phenacomys ungava,1.0
Vulpes vulpes,Poliocitellus franklinii,1.0
Vulpes vulpes,Rangifer tarandus,1.0
Vulpes vulpes,Scalopus aquaticus,1.0
Vulpes vulpes,Sorex arcticus,1.0
Vulpes vulpes,Sorex haydeni,1.0
Vulpes vulpes,Sorex hoyi,1.0
Vulpes vulpes,Sorex maritimensis,1.0
Vulpes vulpes,Sorex merriami,1.0
Vulpes vulpes,Sorex trowbridgii,1.0
Vulpes vulpes,Sorex tundrensis,1.0
Vulpes vulpes,Sylvilagus transitionalis,1.0
Vulpes vulpes,Synaptomys borealis,1.0
Vulpes vulpes,Synaptomys cooperi,1.0
Vulpes vulpes,Tamias amoenus,1.0
Vulpes vulpes,Tamias townsendii,1.0
Vulpes vulpes,Urocitellus columbianus,1.0
Vulpes vulpes,Urocitellus parryii,1.0
Vulpes vulpes,Urocitellus richardsonii,1.0
Vulpes vulpes,Urocyon cinereoargenteus,1.0
Vulpes vulpes,Vulpes lagopus,1.0
Vulpes vulpes,Zapus hudsonius,1.0
Vulpes vulpes,Zapus princeps,1.0
Vulpes vulpes,Zapus trinotatus,1.0
Canis latrans,Lontra canadensis,0.99995
Canis latrans,Marmota broweri,0.99995
Canis latrans,Ovibos moschatus,0.99995
Canis lupus,Lontra canadensis,0.99995
Canis lupus,Scalopus aquaticus,0.99995
Canis rufus,Microtus pennsylvanicus,0.99995
Canis rufus,Mustela nigripes,0.99995
Canis rufus,Scapanus orarius,0.99995
Lontra canadensis,Dicrostonyx nunatakensis,0.99995
Lontra canadensis,Sorex trowbridgii,0.99995
Mephitis mephitis,Microtus townsendii,0.99995
Mustela frenata,Lepus townsendii,0.99995
Mustela frenata,Sorex ugyunak,0.99995
Mustela nigripes,Microtus chrotorrhinus,0.99995
Neovison vison,Castor canadensis,0.99995
Taxidea taxus,Microtus chrotorrhinus,0.99995
Taxidea taxus,Sorex bendirii,0.99995
Taxidea taxus,Sorex fumeus,0.99995
Taxidea taxus,Sorex preblei,0.99995
Urocyon cinereoargenteus,Marmota flaviventris,0.99995
Urocyon cinereoargenteus,Ondatra zibethicus,0.99995
Urocyon cinereoargenteus,Poliocitellus franklinii,0.99995
Urocyon cinereoargenteus,Scalopus aquaticus,0.99995
Ursus arctos,Synaptomys cooperi,0.99995
Ursus maritimus,Microtus pennsylvanicus,0.99995
Ursus maritimus,Ovis dalli,0.99995
Ursus maritimus,Phenacomys ungava,0.99995
Vulpes lagopus,Ictidomys tridecemlineatus,0.99995
Vulpes velox,Urocitellus richardsonii,0.99995
Vulpes vulpes,Martes pennanti,0.99995
Vulpes vulpes,Scapanus townsendii,0.99995
Vulpes vulpes,Sorex bendirii,0.99995
Vulpes vulpes,Sorex ugyunak,0.99995
Canis latrans,Sylvilagus transitionalis,0.9999
Canis lupus,Microtus pennsylvanicus,0.9999
Canis lupus,Scapanus orarius,0.9999
Canis lupus,Sylvilagus transitionalis,0.9999
Canis rufus,Odocoileus virginianus,0.9999
Canis rufus,Parascalops breweri,0.9999
Lynx canadensis,Microtus pennsylvanicus,0.9999
Lynx rufus,Tamiasciurus douglasii,0.9999
Mustela frenata,Sorex bendirii,0.9999
Mustela nigripes,Microtus oeconomus,0.9999
Procyon lotor,Lemmus trimucronatus,0.9999
Taxidea taxus,Microtus ochrogaster,0.9999
Taxidea taxus,Sorex cinereus,0.9999
Taxidea taxus,Sorex dispar,0.9999
Taxidea taxus,Sorex rohweri,0.9999
Urocyon cinereoargenteus,Mus musculus,0.9999
Ursus americanus,Lemmiscus curtatus,0.9999
Ursus americanus,Microtus xanthognathus,0.9999
Vulpes lagopus,Sylvilagus floridanus,0.9999
Canis latrans,Scapanus townsendii,0.99985
Lontra canadensis,Dicrostonyx richardsoni,0.99985
Mephitis mephitis,Lemmus trimucronatus,0.99985
Ursus americanus,Microtus chrotorrhinus,0.99985
Ursus americanus,Myodes rutilus,0.99985
Ursus arctos,Antilocapra americana,0.99985
Ursus arctos,Zapus trinotatus,0.99985
Vulpes lagopus,Marmota broweri,0.99985
Vulpes velox,Sylvilagus transitionalis,0.99985
Vulpes vulpes,Sorex palustris,0.99985
Canis rufus,Scapanus townsendii,0.9998
Lynx canadensis,Phenacomys intermedius,0.9998
Lynx rufus,Microtus longicaudus,0.9998
Mustela frenata,Sorex monticolus,0.9998
Mustela frenata,Sorex palustris,0.9998
Neovison vison,Sorex bendirii,0.9998
Procyon lotor,Microtus townsendii,0.9998
Puma concolor,Phenacomys intermedius,0.9998
Taxidea taxus,Sorex vagrans,0.9998
Vulpes lagopus,Scapanus orarius,0.9998
Vulpes vulpes,Sorex preblei,0.9998
Canis latrans,Odocoileus hemionus,0.99975
Canis lupus,Odocoileus virginianus,0.99975
Canis lupus,Scapanus townsendii,0.99975
Lynx canadensis,Phenacomys ungava,0.99975
Mustela nigripes,Microtus oregoni,0.99975
Neovison vison,Sorex ugyunak,0.99975
Procyon lotor,Microtus longicaudus,0.99975
Taxidea taxus,Phenacomys intermedius,0.99975
Taxidea taxus,Sorex monticolus,0.99975
Ursus arctos,Microtus chrotorrhinus,0.99975
Vulpes velox,Marmota caligata,0.99975
Vulpes velox,Marmota monax,0.99975
Vulpes vulpes,Scapanus orarius,0.99975
Vulpes vulpes,Sorex cinereus,0.99975
Canis latrans,Vulpes vulpes,0.9997
Canis lupus,Marmota broweri,0.9997
Canis rufus,Marmota broweri,0.9997
Canis rufus,Sylvilagus transitionalis,0.9997
Martes pennanti,Lepus americanus,0.9997
Mustela frenata,Sorex cinereus,0.9997
Mustela frenata,Sorex preblei,0.9997
Mustela nigripes,Microtus pennsylvanicus,0.9997
Neovison vison,Sorex palustris,0.9997
Urocyon cinereoargenteus,Marmota caligata,0.9997
Ursus americanus,Microtus ochrogaster,0.9997
Ursus maritimus,Oreamnos americanus,0.9997
Vulpes velox,Scapanus townsendii,0.9997
Vulpes velox,Sorex bendirii,0.9997
Vulpes vulpes,Mustela subpalmata,0.9997
Vulpes vulpes,Sorex fumeus,0.9997
Vulpes vulpes,Sorex rohweri,0.9997
Vulpes vulpes,Sorex vagrans,0.9997
Vulpes vulpes,Tamiasciurus douglasii,0.9997
Canis latrans,Callospermophilus lateralis,0.99965
Neovison vison,Sorex cinereus,0.99965
Urocyon cinereoargenteus,Marmota monax,0.99965
Ursus americanus,Microtus oeconomus,0.99965
Ursus maritimus,Microtus xanthognathus,0.99965
Vulpes lagopus,Parascalops breweri,0.99965
Vulpes vulpes,Marmota broweri,0.99965
Canis latrans,Lepus europaeus,0.9996
Lynx rufus,Microtus pennsylvanicus,0.9996
Mustela frenata,Sorex dispar,0.9996
Mustela frenata,Sorex fumeus,0.9996
Taxidea taxus,Phenacomys ungava,0.9996
Vulpes vulpes,Sorex monticolus,0.9996
Mephitis mephitis,Synaptomys borealis,0.99955
Mustela frenata,Sorex rohweri,0.99955
Puma concolor,Phenacomys ungava,0.99955
Ursus arctos,Lemmiscus curtatus,0.99955
Ursus maritimus,Antilocapra americana,0.99955
Vulpes lagopus,Sorex bendirii,0.99955
Vulpes lagopus,Sorex palustris,0.99955
Vulpes vulpes,Sorex dispar,0.99955
Canis latrans,Sorex ugyunak,0.9995
Neovison vison,Sorex preblei,0.9995
Vulpes velox,Sorex ugyunak,0.9995
Canis rufus,Callospermophilus lateralis,0.99945
Canis rufus,Lepus europaeus,0.99945
Mephitis mephitis,Microtus longicaudus,0.99945
Mustela frenata,Sorex vagrans,0.99945
Vulpes lagopus,Sorex ugyunak,0.99945
Vulpes velox,Zapus princeps,0.99945
Martes pennanti,Sorex ugyunak,0.9994
Procyon lotor,Synaptomys borealis,0.9994
Spilogale putorius,Microtus miurus,0.9994
Vulpes velox,Neovison vison,0.9994
Canis latrans,Callospermophilus saturatus,0.99935
Lynx rufus,Lemmus trimucronatus,0.99935
Mustela nigripes,Castor canadensis,0.99935
Spilogale putorius,Lemmus trimucronatus,0.99935
Ursus arctos,Microtus ochrogaster,0.99935
Ursus maritimus,Synaptomys cooperi,0.99935
Vulpes velox,Sorex palustris,0.99935
Vulpes vulpes,Parascalops breweri,0.99935
Canis latrans,Sorex bendirii,0.9993
Canis lupus,Callospermophilus lateralis,0.9993
Martes pennanti,Sorex bendirii,0.9993
Procyon lotor,Microtus pinetorum,0.9993
Spilogale putorius,Microtus townsendii,0.9993
Neovison vison,Sorex dispar,0.99925
Canis latrans,Sylvilagus floridanus,0.9992
Neovison vison,Sorex fumeus,0.9992
Lynx canadensis,Tamiasciurus douglasii,0.99915
Neovison vison,Sorex monticolus,0.99915
Canis lupus,Callospermophilus saturatus,0.9991
Canis lupus,Sorex ugyunak,0.9991
Canis rufus,Callospermophilus saturatus,0.9991
Mustela nigripes,Sorex maritimensis,0.9991
Spilogale putorius,Microtus longicaudus,0.9991
Vulpes lagopus,Sorex preblei,0.9991
Mustela subpalmata,Dicrostonyx richardsoni,0.99905
Neovison vison,Sorex rohweri,0.99905
Neovison vison,Sorex vagrans,0.99905
Vulpes vulpes,Sylvilagus floridanus,0.99905
Canis latrans,Sorex palustris,0.999
Lynx canadensis,Microtus miurus,0.999
Lynx rufus,Tamiasciurus hudsonicus,0.999
Martes pennanti,Sorex palustris,0.999
Ursus americanus,Dicrostonyx hudsonius,0.999
Vulpes lagopus,Sorex fumeus,0.999
Canis rufus,Sorex bendirii,0.99895
Canis rufus,Sorex ugyunak,0.99895
Mephitis mephitis,Microtus pinetorum,0.99895
Ursus arctos,Zapus princeps,0.99895
Vulpes lagopus,Sorex rohweri,0.99895
Vulpes vulpes,Sciurus niger,0.99895
Lynx rufus,Phenacomys intermedius,0.9989
Urocyon cinereoargenteus,Mustela frenata,0.9989
Puma concolor,Tamiasciurus douglasii,0.99885
Taxidea taxus,Tamias amoenus,0.99885
Ursus maritimus,Microtus chrotorrhinus,0.99885
Vulpes lagopus,Sorex cinereus,0.99885
Canis rufus,Vulpes vulpes,0.9988
Lynx rufus,Microtus richardsoni,0.9988
Vulpes velox,Sorex fumeus,0.9988
Procyon lotor,Synaptomys cooperi,0.99875
Ursus maritimus,Microtus ochrogaster,0.99875
Vulpes velox,Sorex monticolus,0.9987
Vulpes velox,Sorex preblei,0.9987
Canis lupus,Sorex bendirii,0.99865
Martes pennanti,Sorex preblei,0.99865
Puma concolor,Microtus longicaudus,0.99865
Vulpes lagopus,Sorex monticolus,0.99865
Vulpes velox,Sorex rohweri,0.99865
Martes pennanti,Sorex cinereus,0.9986
Vulpes velox,Sorex cinereus,0.9986
Vulpes vulpes,Vulpes velox,0.9986
Lontra canadensis,Microtus montanus,0.99855
Lynx canadensis,Microtus longicaudus,0.99855
Lynx canadensis,Sciurus niger,0.99855
Vulpes lagopus,Sorex vagrans,0.99855
Canis latrans,Sorex preblei,0.99845
Puma concolor,Sciurus niger,0.99845
Gulo gulo,Sorex bendirii,0.9984
Lontra canadensis,Sorex ugyunak,0.9984
Spilogale putorius,Synaptomys borealis,0.9984
Ursus americanus,Sorex arcticus,0.9984
Ursus maritimus,Lemmiscus curtatus,0.9984
Vulpes lagopus,Sorex dispar,0.9984
Gulo gulo,Sorex ugyunak,0.99835
Puma concolor,Microtus miurus,0.9983
Canis lupus,Sorex palustris,0.99825
Mephitis mephitis,Synaptomys cooperi,0.99825
Vulpes velox,Ictidomys tridecemlineatus,0.99825
Vulpes velox,Sylvilagus floridanus,0.99825
Vulpes vulpes,Martes americana,0.9982
Vulpes velox,Sorex vagrans,0.99815
Canis rufus,Sorex palustris,0.9981
Neovison vison,Lepus arcticus,0.9981
Canis lupus,Sylvilagus floridanus,0.99805
Lontra canadensis,Sorex bendirii,0.99805
Mustela nigripes,Sorex arcticus,0.99805
Canis latrans,Sorex monticolus,0.998
Canis rufus,Sylvilagus floridanus,0.998
Lynx rufus,Phenacomys ungava,0.998
Martes pennanti,Sorex fumeus,0.998
Martes pennanti,Sorex rohweri,0.998
Lynx canadensis,Microtus richardsoni,0.99795
Lynx rufus,Microtus pinetorum,0.99795
Ursus maritimus,Zapus trinotatus,0.99795
Gulo gulo,Sorex palustris,0.9979
Martes pennanti,Sorex vagrans,0.9979
Mustela subpalmata,Sorex haydeni,0.9979
Spilogale putorius,Microtus pinetorum,0.9979
Lontra canadensis,Sorex palustris,0.9978
Mustela subpalmata,Sorex tundrensis,0.99775
Procyon lotor,Microtus richardsoni,0.99775
Canis rufus,Sorex preblei,0.9977
Martes americana,Sorex ugyunak,0.9977
Mustela subpalmata,Dicrostonyx nunatakensis,0.9977
Vulpes velox,Sorex dispar,0.9977
Canis latrans,Sorex cinereus,0.99765
Canis rufus,Ovibos moschatus,0.99765
Canis lupus,Sorex preblei,0.9976
Canis latrans,Sorex vagrans,0.9975
Lynx canadensis,Ondatra zibethicus,0.9975
Canis lupus,Sorex cinereus,0.99745
Martes americana,Sorex bendirii,0.9974
Ursus americanus,Tamias amoenus,0.9974
Canis latrans,Sorex rohweri,0.99735
Martes pennanti,Sorex dispar,0.99735
Canis rufus,Odocoileus hemionus,0.9973
Martes pennanti,Sorex monticolus,0.9973
Canis latrans,Sorex dispar,0.9972
Vulpes velox,Marmota broweri,0.99715
Canis latrans,Sorex fumeus,0.9971
Canis rufus,Sorex cinereus,0.99705
Mephitis mephitis,Microtus richardsoni,0.9969
Urocyon cinereoargenteus,Scapanus townsendii,0.9969
Canis lupus,Ovibos moschatus,0.99685
Canis lupus,Odocoileus hemionus,0.9968
Gulo gulo,Sorex rohweri,0.9968
Vulpes vulpes,Peromyscus maniculatus,0.9968
Mustela nigripes,Dicrostonyx hudsonius,0.99675
Puma concolor,Ondatra zibethicus,0.99675
Urocyon cinereoargenteus,Lepus europaeus,0.9967
Canis rufus,Ovis canadensis,0.99665
Lontra canadensis,Sorex vagrans,0.99665
Urocyon cinereoargenteus,Marmota broweri,0.99665
Gulo gulo,Sorex monticolus,0.9966
Lynx canadensis,Sorex trowbridgii,0.9966
Puma concolor,Microtus richardsoni,0.9966
Vulpes vulpes,Neotoma cinerea,0.9966
Canis lupus,Sorex monticolus,0.99655
Canis rufus,Sorex monticolus,0.99655
Canis latrans,Peromyscus maniculatus,0.9965
Canis lupus,Sorex dispar,0.9965
Canis rufus,Sorex fumeus,0.9965
Gulo gulo,Sorex vagrans,0.9965
Gulo gulo,Sorex preblei,0.9964
Canis lupus,Ovis canadensis,0.99635
Canis lupus,Sorex vagrans,0.99635
Ursus americanus,Sorex maritimensis,0.99635
Lontra canadensis,Sorex preblei,0.9963
Spilogale putorius,Synaptomys cooperi,0.9963
Vulpes velox,Scapanus orarius,0.9963
Canis rufus,Sorex rohweri,0.99625
Lynx rufus,Sorex hoyi,0.99625
Ursus americanus,Microtus montanus,0.99625
Lynx rufus,Ondatra zibethicus,0.9962
Canis latrans,Reithrodontomys megalotis,0.99615
Canis rufus,Sorex vagrans,0.99615
Gulo gulo,Sorex dispar,0.99615
Lontra canadensis,Sorex cinereus,0.99615
Canis lupus,Sorex fumeus,0.9961
Gulo gulo,Sorex cinereus,0.9961
Vulpes velox,Parascalops breweri,0.9961
Canis latrans,Dama mesopotamica,0.99605
Canis lupus,Peromyscus maniculatus,0.99605
Gulo gulo,Sorex fumeus,0.99605
Lontra canadensis,Sorex fumeus,0.99605
Lynx canadensis,Lemmus trimucronatus,0.99605
Martes americana,Sorex palustris,0.99605
Canis latrans,Neotoma cinerea,0.996
Canis lupus,Neotoma cinerea,0.996
Canis lupus,Sorex rohweri,0.996
Canis rufus,Sorex dispar,0.996
Lynx canadensis,Tamiasciurus hudsonicus,0.996
Vulpes vulpes,Reithrodontomys megalotis,0.996
Canis rufus,Peromyscus maniculatus,0.9958
Ursus maritimus,Zapus princeps,0.99575
Martes americana,Sorex preblei,0.9957
Puma concolor,Tamiasciurus hudsonicus,0.9957
Taxidea taxus,Mus musculus,0.9956
Lontra canadensis,Sorex rohweri,0.99555
Ursus americanus,Dicrostonyx richardsoni,0.99555
Puma concolor,Lemmus trimucronatus,0.9955
Canis lupus,Reithrodontomys megalotis,0.99545
Canis rufus,Neotoma cinerea,0.9954
Lontra canadensis,Sorex dispar,0.9954
Lontra canadensis,Sorex monticolus,0.9954
Ursus arctos,Tamias townsendii,0.9953
Martes americana,Sorex fumeus,0.99525
Spilogale putorius,Microtus richardsoni,0.99525
Canis latrans,Onychomys leucogaster,0.9951
Taxidea taxus,Myodes rutilus,0.9951
Vulpes vulpes,Onychomys leucogaster,0.9951
Vulpes vulpes,Tamiasciurus hudsonicus,0.9951
Canis rufus,Reithrodontomys megalotis,0.99505
Canis latrans,Peromyscus keeni,0.9949
Canis latrans,Peromyscus leucopus,0.99475
Martes americana,Sorex rohweri,0.9947
Vulpes lagopus,Urocyon cinereoargenteus,0.9947
Ursus americanus,Dicrostonyx nunatakensis,0.99465
Martes americana,Sorex monticolus,0.9946
Canis lupus,Onychomys leucogaster,0.99455
Urocyon cinereoargenteus,Microtus oeconomus,0.99455
Canis rufus,Onychomys leucogaster,0.9945
Martes pennanti,Castor canadensis,0.9945
Neovison vison,Lepus townsendii,0.99445
Martes americana,Sorex dispar,0.9944
Canis rufus,Peromyscus leucopus,0.99435
Martes americana,Sorex cinereus,0.99425
Lontra canadensis,Microtus pennsylvanicus,0.9941
Mustela nigripes,Sorex merriami,0.9941
Vulpes vulpes,Peromyscus leucopus,0.99405
Martes americana,Sorex vagrans,0.99385
Taxidea taxus,Dicrostonyx hudsonius,0.99385
Ursus arctos,Bison bison,0.9938
Canis lupus,Peromyscus keeni,0.99375
Vulpes vulpes,Peromyscus keeni,0.99345
Mustela nigripes,Tamias townsendii,0.99335
Mephitis mephitis,Microtus xanthognathus,0.9931
Procyon lotor,Microtus chrotorrhinus,0.9931
Taxidea taxus,Cryptotis parva,0.9931
Canis rufus,Peromyscus keeni,0.993
Puma concolor,Sorex trowbridgii,0.993
Canis lupus,Peromyscus leucopus,0.99285
Lontra canadensis,Dicrostonyx groenlandicus,0.99275
Vulpes vulpes,Blarina brevicauda,0.9927
Urocyon cinereoargenteus,Zapus princeps,0.99265
Lynx canadensis,Sorex merriami,0.9926
Ursus americanus,Sorex haydeni,0.99255
Ursus americanus,Sorex merriami,0.99245
Procyon lotor,Microtus xanthognathus,0.9924
Ursus americanus,Microtus pennsylvanicus,0.9924
Taxidea taxus,Blarina brevicauda,0.9923
Lynx rufus,Synaptomys borealis,0.99215
Procyon lotor,Microtus ochrogaster,0.99195
Canis latrans,Cervus elaphus,0.99185
Taxidea taxus,Parascalops breweri,0.9918
Mephitis mephitis,Lemmiscus curtatus,0.9917
Mephitis mephitis,Microtus chrotorrhinus,0.99165
Procyon lotor,Lemmiscus curtatus,0.99155
Procyon lotor,Myodes gapperi,0.9912
Taxidea taxus,Tamiasciurus douglasii,0.9909
Vulpes vulpes,Cryptotis parva,0.99065
Ursus maritimus,Bison bison,0.9906
Mephitis mephitis,Microtus ochrogaster,0.99045
Mephitis mephitis,Myodes gapperi,0.99025
Puma concolor,Sorex merriami,0.99025
Urocyon cinereoargenteus,Sylvilagus transitionalis,0.99025
Mustela frenata,Ochotona collaris,0.98995
